month,entity,division,4000_EXTERNAL_REVENUE,4100_IC_REVENUE,5000_EXTERNAL_COGS,5050_SERVICE_DELIVERY,5200_FACTORY_COST,5300_VARIABLE_SELLING,5400_FIXED_PRODUCTION,5450_FACTORY_ABSORPTION_VARIANCE,6000_OPEX,6100_DEPRECIATION,7000_INTEREST,7100_TAX,external_revenue,intercompany_revenue,revenue,cogs,gross_profit,ebit,ebt,net_income,inventory_provision_expense,credit_loss_expense
2024-02,CZ01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236111.11,51195.7,56265.8,-0.0,-0.0,-0.0,0.0,-0.0,-236111.11,-287306.81,-343572.61,0.0,0.0
2024-02,CZ01,Hardware,0.0,-6599403.399999999,0.0,0.0,6110558.7,0.0,0.0,43416.25,0.0,0.0,0.0,0.0,-0.0,6599403.399999999,6599403.399999999,6153974.95,445428.44999999925,445428.44999999925,445428.44999999925,445428.44999999925,0.0,0.0
2024-02,CZ01,Spare Parts,0.0,-1030309.3,0.0,0.0,953990.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1030309.3,1030309.3,953990.09,76319.21000000008,76319.21000000008,76319.21000000008,76319.21000000008,0.0,0.0
2024-02,DE01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,29254.69,186863.32,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-91754.69,-278618.01,0.0,0.0
2024-02,DE01,Hardware,-4286250.2,0.0,3010097.78,0.0,0.0,240887.25,0.0,0.0,537056.2,0.0,0.0,0.0,4286250.2,-0.0,4286250.2,3014812.96,1271437.2400000005,492924.3300000004,492924.3300000004,492924.3300000004,4715.18,569.46
2024-02,DE01,Software,-658263.4,0.0,0.0,120652.43,0.0,23451.64,29568.15,0.0,112448.29000000001,0.0,0.0,0.0,658263.4,-0.0,658263.4,150220.58,508042.82000000007,372118.53,372118.53,372118.53,0.0,24.36
2024-02,ES01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,7313.67,311153.63,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-69813.67,-380967.3,0.0,0.0
2024-02,ES01,Events,-1708582.36,0.0,0.0,817006.89,0.0,112926.75,93404.15,0.0,356370.52,0.0,0.0,0.0,1708582.36,-0.0,1708582.36,910411.04,798171.3200000001,330343.55000000005,330343.55000000005,330343.55000000005,0.0,-1469.5
2024-02,ES01,Hardware,-3934726.86,0.0,2769618.62,0.0,0.0,221051.24,0.0,0.0,369164.5,0.0,0.0,0.0,3934726.86,-0.0,3934726.86,2776682.43,1158044.4299999997,566924.7499999998,566924.7499999998,566924.7499999998,7063.81,903.94
2024-02,ES01,Spare Parts,-1657262.51,0.0,900484.21,0.0,0.0,126937.53,0.0,0.0,167320.32,0.0,0.0,0.0,1657262.51,-0.0,1657262.51,902238.6,755023.91,460481.32,460481.32,460481.32,1754.39,284.74
2024-02,JP01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,7313.67,273014.21,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-69813.67,-342827.88,0.0,0.0
2024-02,JP01,Hardware,-2255054.69,0.0,1487685.47,0.0,0.0,130687.07,0.0,0.0,312612.18,0.0,0.0,0.0,2255054.69,-0.0,2255054.69,1488970.7,766083.99,321855.9199999999,321855.9199999999,321855.9199999999,1285.23,928.82
2024-02,JP01,Software,-532852.78,0.0,0.0,98167.47,0.0,18998.23,23955.94,0.0,88573.24,0.0,0.0,0.0,532852.78,-0.0,532852.78,122123.41,410729.37,303125.9,303125.9,303125.9,0.0,32.0
2024-02,JP01,Spare Parts,-2297265.32,0.0,1245540.11,0.0,0.0,175667.9,0.0,0.0,295912.37,0.0,0.0,0.0,2297265.32,-0.0,2297265.32,1247568.5,1049696.8199999998,577750.4399999997,577750.4399999997,577750.4399999997,2028.39,366.11
2024-02,US01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,7313.67,181271.17,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-69813.67,-251084.84000000003,0.0,0.0
2024-02,US01,Events,-1055225.52,0.0,0.0,455597.79,0.0,72444.83,55998.6,0.0,424711.77,0.0,0.0,0.0,1055225.52,-0.0,1055225.52,511596.38999999996,543629.1300000001,52172.22000000009,52172.22000000009,52172.22000000009,0.0,-5699.69
2024-02,US01,Hardware,-4832684.6,0.0,3468699.16,0.0,0.0,270491.54,0.0,0.0,741977.3899999999,0.0,0.0,0.0,4832684.6,-0.0,4832684.6,3471497.29,1361187.3099999996,348291.2899999995,348291.2899999995,348291.2899999995,2798.13,427.09
2024-02,US01,Software,-805467.87,0.0,0.0,145899.31,0.0,28772.93,36111.94,0.0,167562.64,0.0,0.0,0.0,805467.87,-0.0,805467.87,182011.25,623456.62,427138.17999999993,427138.17999999993,427138.17999999993,0.0,-17.13
2024-03,CN01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236111.11,51195.7,21866.61,-0.0,-0.0,-0.0,0.0,-0.0,-236111.11,-287306.81,-309173.42,0.0,0.0
2024-03,CN01,Hardware,0.0,-6027919.050000001,0.0,0.0,5581406.53,0.0,0.0,186919.96,0.0,0.0,0.0,0.0,-0.0,6027919.050000001,6027919.050000001,5768326.49,259592.56000000052,259592.56000000052,259592.56000000052,259592.56000000052,0.0,0.0
2024-03,CN01,Spare Parts,0.0,-1604139.25,0.0,0.0,1485314.1099999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1604139.25,1604139.25,1485314.1099999999,118825.14000000013,118825.14000000013,118825.14000000013,118825.14000000013,0.0,0.0
2024-03,CZ01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236111.11,51195.7,98890.08,-0.0,-0.0,-0.0,0.0,-0.0,-236111.11,-287306.81,-386196.89,0.0,0.0
2024-03,CZ01,Hardware,0.0,-7640710.74,0.0,0.0,7074732.17,0.0,0.0,-45515.53,0.0,0.0,0.0,0.0,-0.0,7640710.74,7640710.74,7029216.64,611494.1000000006,611494.1000000006,611494.1000000006,611494.1000000006,0.0,0.0
2024-03,CZ01,Spare Parts,0.0,-1186038.61,0.0,0.0,1098183.9100000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1186038.61,1186038.61,1098183.9100000001,87854.69999999995,87854.69999999995,87854.69999999995,87854.69999999995,0.0,0.0
2024-03,DE01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,29254.69,190142.64,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-91754.69,-281897.33,0.0,0.0
2024-03,DE01,Hardware,-4596284.44,0.0,3278633.5,0.0,0.0,256924.97,0.0,0.0,543676.6799999999,0.0,0.0,0.0,4596284.44,-0.0,4596284.44,3283631.49,1312652.9500000004,512257.5600000005,512257.5600000005,512257.5600000005,4997.99,-206.26
2024-03,DE01,Software,-652706.84,0.0,0.0,119762.85,0.0,23268.36,29304.329999999998,0.0,113404.87,0.0,0.0,0.0,652706.84,-0.0,652706.84,149067.18,503639.66,366998.71,366998.71,366998.71,0.0,-32.28
2024-03,ES01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,7313.67,418706.25,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-69813.67,-488519.92,0.0,0.0
2024-03,ES01,Events,-2949319.55,0.0,0.0,1457390.04,0.0,197293.38999999998,160906.58,0.0,410369.6,0.0,0.0,0.0,2949319.55,-0.0,2949319.55,1618296.62,1331022.9299999997,720442.0099999998,720442.0099999998,720442.0099999998,0.0,2917.93
2024-03,ES01,Hardware,-4062179.64,0.0,2875150.07,0.0,0.0,227955.94,0.0,0.0,371340.21,0.0,0.0,0.0,4062179.64,-0.0,4062179.64,2880021.4899999998,1182158.1500000004,582436.2700000004,582436.2700000004,582436.2700000004,4871.42,425.73
2024-03,ES01,Spare Parts,-1776878.91,0.0,967367.09,0.0,0.0,136045.32,0.0,0.0,170136.97999999998,0.0,0.0,0.0,1776878.91,-0.0,1776878.91,971369.26,805509.6499999999,498949.49000000005,498949.49000000005,498949.49000000005,4002.17,377.86
2024-03,JP01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,7313.67,307071.61,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-69813.67,-376885.27999999997,0.0,0.0
2024-03,JP01,Hardware,-2585908.82,0.0,1720710.15,0.0,0.0,149278.78,0.0,0.0,320930.37,0.0,0.0,0.0,2585908.82,-0.0,2585908.82,1724110.5699999998,861798.2499999999,390362.7699999999,390362.7699999999,390362.7699999999,3400.42,1226.33
2024-03,JP01,Software,-551253.9,0.0,0.0,102081.78,0.0,19646.71,24792.19,0.0,90005.69,0.0,0.0,0.0,551253.9,-0.0,551253.9,126873.97,424379.93000000005,314687.57,314687.57,314687.57,0.0,39.96
2024-03,JP01,Spare Parts,-2467375.22,0.0,1339695.47,0.0,0.0,188592.22,0.0,0.0,299525.91000000003,0.0,0.0,0.0,2467375.22,-0.0,2467375.22,1345458.26,1121916.9600000002,633291.8000000002,633291.8000000002,633291.8000000002,5762.79,507.03
2024-03,US01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,7313.67,322505.76,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-69813.67,-392319.43,0.0,0.0
2024-03,US01,Events,-2918724.6,0.0,0.0,1466223.12,0.0,191117.66999999998,161697.52,0.0,528670.1,0.0,0.0,0.0,2918724.6,-0.0,2918724.6,1627920.6400000001,1290803.96,567312.7100000001,567312.7100000001,567312.7100000001,0.0,3703.48
2024-03,US01,Hardware,-5140086.24,0.0,3699472.58,0.0,0.0,287575.77,0.0,0.0,747281.71,0.0,0.0,0.0,5140086.24,-0.0,5140086.24,3705235.22,1434851.0200000003,399037.43000000017,399037.43000000017,399037.43000000017,5762.64,956.11
2024-03,US01,Software,-822699.61,0.0,0.0,150088.0,0.0,29402.91,36868.57,0.0,169524.82,0.0,0.0,0.0,822699.61,-0.0,822699.61,186956.57,635743.04,436766.55,436766.55,436766.55,0.0,48.76
2024-04,CN01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236111.11,50555.76,14653.23,-0.0,-0.0,-0.0,0.0,-0.0,-236111.11,-286666.87,-301320.1,0.0,0.0
2024-04,CN01,Hardware,0.0,-5961724.01,0.0,0.0,5520114.83,0.0,0.0,203643.77,0.0,0.0,0.0,0.0,-0.0,5961724.01,5961724.01,5723758.6,237965.41000000015,237965.41000000015,237965.41000000015,237965.41000000015,0.0,0.0
2024-04,CN01,Spare Parts,0.0,-1481713.69,0.0,0.0,1371957.1199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1481713.69,1481713.69,1371957.1199999999,109756.57000000007,109756.57000000007,109756.57000000007,109756.57000000007,0.0,0.0
2024-04,CZ01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236111.11,50555.76,67854.41,-0.0,-0.0,-0.0,0.0,-0.0,-236111.11,-286666.87,-354521.28,0.0,0.0
2024-04,CZ01,Hardware,0.0,-6886462.32,0.0,0.0,6376354.01,0.0,0.0,21474.0,0.0,0.0,0.0,0.0,-0.0,6886462.32,6886462.32,6397828.01,488634.3100000005,488634.3100000005,488634.3100000005,488634.3100000005,0.0,0.0
2024-04,CZ01,Spare Parts,0.0,-1090249.99,0.0,0.0,1009490.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1090249.99,1090249.99,1009490.73,80759.26000000001,80759.26000000001,80759.26000000001,80759.26000000001,0.0,0.0
2024-04,DE01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,28889.0,188830.64,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-91389.0,-280219.64,0.0,0.0
2024-04,DE01,Hardware,-4538090.33,0.0,3216397.44,0.0,0.0,255110.01,0.0,0.0,539267.8999999999,0.0,0.0,0.0,4538090.33,-0.0,4538090.33,3216515.4899999998,1321574.84,527248.7000000002,527248.7000000002,527248.7000000002,118.05,-51.77
2024-04,DE01,Software,-626176.52,0.0,0.0,112091.4,0.0,22240.12,28201.83,0.0,112774.95999999999,0.0,0.0,0.0,626176.52,-0.0,626176.52,140293.22999999998,485883.29000000004,350906.5900000001,350906.5900000001,350906.5900000001,0.0,-38.38
2024-04,ES01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,7222.25,382159.33,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-69722.25,-451881.58,0.0,0.0
2024-04,ES01,Events,-2336125.27,0.0,0.0,1114494.59,0.0,156854.86,126878.69,0.0,380953.76999999996,0.0,0.0,0.0,2336125.27,-0.0,2336125.27,1241373.28,1094751.99,558676.0700000001,558676.0700000001,558676.0700000001,0.0,-1732.71
2024-04,ES01,Hardware,-4129242.78,0.0,2939226.56,0.0,0.0,231963.39,0.0,0.0,371714.83,0.0,0.0,0.0,4129242.78,-0.0,4129242.78,2949261.44,1179981.3399999999,576077.9899999998,576077.9899999998,576077.9899999998,10034.88,225.13
2024-04,ES01,Spare Parts,-1818859.36,0.0,990024.16,0.0,0.0,139434.12,0.0,0.0,170629.64,0.0,0.0,0.0,1818859.36,-0.0,1818859.36,989151.1,829708.2600000001,519500.51000000007,519500.51000000007,519500.51000000007,-873.06,143.99
2024-04,JP01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,7222.25,319724.46,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-69722.25,-389446.71,0.0,0.0
2024-04,JP01,Hardware,-2906951.39,0.0,1969911.29,0.0,0.0,167091.73,0.0,0.0,328964.58999999997,0.0,0.0,0.0,2906951.39,-0.0,2906951.39,1972614.69,934336.7000000001,437088.8600000001,437088.8600000001,437088.8600000001,2703.4,1191.52
2024-04,JP01,Software,-530663.66,0.0,0.0,97006.72,0.0,18827.07,23963.54,0.0,89475.26999999999,0.0,0.0,0.0,530663.66,-0.0,530663.66,120970.26000000001,409693.4,301443.75000000006,301443.75000000006,301443.75000000006,0.0,-52.69
2024-04,JP01,Spare Parts,-2536844.68,0.0,1383263.6,0.0,0.0,193918.25,0.0,0.0,300130.19,0.0,0.0,0.0,2536844.68,-0.0,2536844.68,1382505.82,1154338.86,660065.0300000001,660065.0300000001,660065.0300000001,-757.78,225.39
2024-04,US01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,7222.25,270552.11,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-69722.25,-340274.36,0.0,0.0
2024-04,US01,Events,-2236500.89,0.0,0.0,1087653.1,0.0,148706.48,122669.23,0.0,508811.39,0.0,0.0,0.0,2236500.89,-0.0,2236500.89,1210322.33,1026178.56,368805.17000000004,368805.17000000004,368805.17000000004,0.0,-144.48
2024-04,US01,Hardware,-5261701.63,0.0,3812494.03,0.0,0.0,294741.43,0.0,0.0,747038.13,0.0,0.0,0.0,5261701.63,-0.0,5261701.63,3815940.34,1445761.29,403489.15000000014,403489.15000000014,403489.15000000014,3446.31,492.58
2024-04,US01,Software,-797347.47,0.0,0.0,143083.72,0.0,28441.61,35783.57,0.0,169104.51,0.0,0.0,0.0,797347.47,-0.0,797347.47,178867.29,618480.1799999999,420982.88999999996,420982.88999999996,420982.88999999996,0.0,-48.83
2024-05,CN01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236111.11,50555.76,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-236111.11,-286666.87,-286666.87,0.0,0.0
2024-05,CN01,Hardware,0.0,-5242226.5,0.0,0.0,4853913.42,0.0,0.0,260703.76,0.0,0.0,0.0,0.0,-0.0,5242226.5,5242226.5,5114617.18,127609.3200000003,127609.3200000003,127609.3200000003,127609.3200000003,0.0,0.0
2024-05,CN01,Spare Parts,0.0,-1362570.1700000002,0.0,0.0,1261639.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1362570.1700000002,1362570.1700000002,1261639.04,100931.13000000012,100931.13000000012,100931.13000000012,100931.13000000012,0.0,0.0
2024-05,CZ01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236111.11,50555.76,63364.03,-0.0,-0.0,-0.0,0.0,-0.0,-236111.11,-286666.87,-350030.9,0.0,0.0
2024-05,CZ01,Hardware,0.0,-6746301.97,0.0,0.0,6246575.890000001,0.0,0.0,26854.65,0.0,0.0,0.0,0.0,-0.0,6746301.97,6746301.97,6273430.540000001,472871.42999999877,472871.42999999877,472871.42999999877,472871.42999999877,0.0,0.0
2024-05,CZ01,Spare Parts,0.0,-1050464.99,0.0,0.0,972652.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1050464.99,1050464.99,972652.77,77812.21999999997,77812.21999999997,77812.21999999997,77812.21999999997,0.0,0.0
2024-05,DE01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,28889.0,206511.46,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-91389.0,-297900.45999999996,0.0,0.0
2024-05,DE01,Hardware,-4690704.1,0.0,3301160.48,0.0,0.0,262851.13,0.0,0.0,541200.77,0.0,0.0,0.0,4690704.1,-0.0,4690704.1,3300799.5,1389904.5999999996,584522.6199999998,584522.6199999998,584522.6199999998,-360.98,1330.08
2024-05,DE01,Software,-643139.87,0.0,0.0,111423.47,0.0,22837.07,28970.82,0.0,113546.76,0.0,0.0,0.0,643139.87,-0.0,643139.87,140394.29,502745.57999999996,366325.76999999996,366325.76999999996,366325.76999999996,0.0,35.98
2024-05,ES01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,7222.25,320032.69,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-69722.25,-389754.94,0.0,0.0
2024-05,ES01,Events,-1436485.98,0.0,0.0,703973.16,0.0,94325.3,79576.46,0.0,338659.91,0.0,0.0,0.0,1436485.98,-0.0,1436485.98,783549.62,652936.36,221563.01999999996,221563.01999999996,221563.01999999996,0.0,-1611.87
2024-05,ES01,Hardware,-4214158.01,0.0,2959477.98,0.0,0.0,236624.71,0.0,0.0,372635.83999999997,0.0,0.0,0.0,4214158.01,-0.0,4214158.01,2957054.23,1257103.7799999998,647604.4999999999,647604.4999999999,647604.4999999999,-2423.75,238.73
2024-05,ES01,Spare Parts,-1844574.34,0.0,994650.55,0.0,0.0,141463.12,0.0,0.0,170639.52,0.0,0.0,0.0,1844574.34,-0.0,1844574.34,994463.41,850110.93,537924.3400000001,537924.3400000001,537924.3400000001,-187.14,83.95
2024-05,JP01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,7222.25,335166.35,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-69722.25,-404888.6,0.0,0.0
2024-05,JP01,Hardware,-2893252.94,0.0,1923045.27,0.0,0.0,166601.2,0.0,0.0,326967.06,0.0,0.0,0.0,2893252.94,-0.0,2893252.94,1921217.49,972035.45,478415.29,478415.29,478415.29,-1827.78,51.9
2024-05,JP01,Software,-527950.87,0.0,0.0,92846.42,0.0,18753.78,23814.02,0.0,89731.01000000001,0.0,0.0,0.0,527950.87,-0.0,527950.87,116660.44,411290.43,302821.18,302821.18,302821.18,0.0,-15.54
2024-05,JP01,Spare Parts,-2571729.16,0.0,1388574.11,0.0,0.0,196644.85,0.0,0.0,299706.68,0.0,0.0,0.0,2571729.16,-0.0,2571729.16,1387455.9100000001,1184273.25,687808.88,687808.88,687808.88,-1118.2,112.84
2024-05,US01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,7222.25,241057.22,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-69722.25,-310779.47,0.0,0.0
2024-05,US01,Events,-1642528.15,0.0,0.0,807958.0900000001,0.0,108547.66,90999.91,0.0,478045.8,0.0,0.0,0.0,1642528.15,-0.0,1642528.15,898958.0000000001,743570.1499999998,159067.57999999978,159067.57999999978,159067.57999999978,0.0,-2090.89
2024-05,US01,Hardware,-5295132.63,0.0,3768773.9,0.0,0.0,296824.28,0.0,0.0,744174.4600000001,0.0,0.0,0.0,5295132.63,-0.0,5295132.63,3765765.59,1529367.04,488207.9399999999,488207.9399999999,488207.9399999999,-3008.31,160.36
2024-05,US01,Software,-807243.96,0.0,0.0,140684.19,0.0,28787.01,36248.46,0.0,169733.7,0.0,0.0,0.0,807243.96,-0.0,807243.96,176932.65,630311.3099999999,431778.5899999999,431778.5899999999,431778.5899999999,0.0,12.01
2024-06,CN01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236111.11,47747.1,34997.01,-0.0,-0.0,-0.0,0.0,-0.0,-236111.11,-283858.20999999996,-318855.22,0.0,0.0
2024-06,CN01,Hardware,0.0,-6384788.390000001,0.0,0.0,5911841.100000001,0.0,0.0,159752.17,0.0,0.0,0.0,0.0,-0.0,6384788.390000001,6384788.390000001,6071593.2700000005,313195.1200000001,313195.1200000001,313195.1200000001,313195.1200000001,0.0,0.0
2024-06,CN01,Spare Parts,0.0,-1572533.6,0.0,0.0,1456049.6300000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1572533.6,1572533.6,1456049.6300000001,116483.96999999997,116483.96999999997,116483.96999999997,116483.96999999997,0.0,0.0
2024-06,CZ01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236111.11,47747.1,109050.21,-0.0,-0.0,-0.0,0.0,-0.0,-236111.11,-283858.20999999996,-392908.42,0.0,0.0
2024-06,CZ01,Hardware,0.0,-7851897.01,0.0,0.0,7270275.01,0.0,0.0,-67084.55,0.0,0.0,0.0,0.0,-0.0,7851897.01,7851897.01,7203190.46,648706.5499999998,648706.5499999998,648706.5499999998,648706.5499999998,0.0,0.0
2024-06,CZ01,Spare Parts,0.0,-1208621.5699999998,0.0,0.0,1119094.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1208621.5699999998,1208621.5699999998,1119094.05,89527.51999999979,89527.51999999979,89527.51999999979,89527.51999999979,0.0,0.0
2024-06,DE01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,27284.06,209935.93,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-89784.06,-299719.99,0.0,0.0
2024-06,DE01,Hardware,-4729280.51,0.0,3342922.85,0.0,0.0,264884.82,0.0,0.0,539729.99,0.0,0.0,0.0,4729280.51,-0.0,4729280.51,3344023.25,1385257.2599999998,580753.2899999996,580753.2899999996,580753.2899999996,1100.4,-110.84
2024-06,DE01,Software,-670652.19,0.0,0.0,119110.45,0.0,23900.19,30123.3,0.0,114744.0,0.0,0.0,0.0,670652.19,-0.0,670652.19,149233.75,521418.43999999994,382727.6599999999,382727.6599999999,382727.6599999999,0.0,46.59
2024-06,ES01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,6821.01,460909.78,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-69321.01,-530230.79,0.0,0.0
2024-06,ES01,Events,-2724133.55,0.0,0.0,1262593.01,0.0,181683.48,148327.98,0.0,394805.85000000003,0.0,0.0,0.0,2724133.55,-0.0,2724133.55,1410920.99,1313212.5599999998,733963.6799999997,733963.6799999997,733963.6799999997,0.0,2759.55
2024-06,ES01,Hardware,-4534573.85,0.0,3216052.39,0.0,0.0,253824.58,0.0,0.0,380632.69,0.0,0.0,0.0,4534573.85,-0.0,4534573.85,3236023.5700000003,1298550.2799999996,663245.5199999994,663245.5199999994,663245.5199999994,19971.18,847.49
2024-06,ES01,Spare Parts,-1931142.66,0.0,1041582.98,0.0,0.0,148088.74,0.0,0.0,172479.89,0.0,0.0,0.0,1931142.66,-0.0,1931142.66,1042269.7999999999,888872.86,568035.8099999999,568035.8099999999,568035.8099999999,686.82,268.42
2024-06,JP01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,6821.01,356728.74,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-69321.01,-426049.75,0.0,0.0
2024-06,JP01,Hardware,-3111995.37,0.0,2092675.01,0.0,0.0,178737.13,0.0,0.0,331953.35,0.0,0.0,0.0,3111995.37,-0.0,3111995.37,2097351.43,1014643.9400000001,503203.48000000016,503203.48000000016,503203.48000000016,4676.42,749.98
2024-06,JP01,Software,-562793.99,0.0,0.0,100589.79,0.0,20033.75,25345.68,0.0,91723.5,0.0,0.0,0.0,562793.99,-0.0,562793.99,125935.47,436858.52,325009.63,325009.63,325009.63,0.0,91.64
2024-06,JP01,Spare Parts,-2668290.0,0.0,1441124.37,0.0,0.0,204063.02,0.0,0.0,301142.91000000003,0.0,0.0,0.0,2668290.0,-0.0,2668290.0,1441901.61,1226388.39,720895.1499999998,720895.1499999998,720895.1499999998,777.24,287.31
2024-06,US01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,6821.01,279656.85,-0.0,-0.0,-0.0,0.0,-0.0,-62500.0,-69321.01,-348977.86,0.0,0.0
2024-06,US01,Events,-1780288.9,0.0,0.0,837022.7,0.0,119410.73999999999,96479.94,0.0,481592.95,0.0,0.0,0.0,1780288.9,-0.0,1780288.9,933502.6399999999,846786.26,245947.14,245947.14,245947.14,0.0,-164.57
2024-06,US01,Hardware,-5547448.0,0.0,3953444.5,0.0,0.0,310849.31,0.0,0.0,747902.89,0.0,0.0,0.0,5547448.0,-0.0,5547448.0,3960004.48,1587443.52,527982.09,527982.09,527982.09,6559.98,709.23
2024-06,US01,Software,-842701.62,0.0,0.0,149375.61,0.0,30089.84,37805.95,0.0,171906.04,0.0,0.0,0.0,842701.62,-0.0,842701.62,187181.56,655520.06,453446.22000000003,453446.22000000003,453446.22000000003,0.0,77.96
2024-07,CN01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236111.11,47150.26,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-236111.11,-283261.37,-283261.37,0.0,0.0
2024-07,CN01,Hardware,0.0,-3529142.77,0.0,0.0,3267724.79,0.0,0.0,429786.13,0.0,0.0,0.0,0.0,-0.0,3529142.77,3529142.77,3697510.92,-168368.1499999999,-168368.1499999999,-168368.1499999999,-168368.1499999999,0.0,0.0
2024-07,CN01,Spare Parts,0.0,-851999.4,0.0,0.0,788888.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,851999.4,851999.4,788888.33,63111.070000000065,63111.070000000065,63111.070000000065,63111.070000000065,0.0,0.0
2024-07,CZ01,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236111.11,47150.26,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-236111.11,-283261.37,-283261.37,0.0,0.0
2024-07,CZ01,Hardware,0.0,-4626883.55,0.0,0.0,4284151.4399999995,0.0,0.0,218521.91,0.0,0.0,0.0,0.0,-0.0,4626883.55,4626883.55,4502673.35,124210.20000000019,124210.20000000019,124210.20000000019,124210.20000000019,0.0,0.0
2024-07,CZ01,Spare Parts,0.0,-675543.28,0.0,0.0,625503.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,675543.28,675543.28,625503.04,50040.23999999999,50040.23999999999,50040.23999999999,50040.23999999999,0.0,0.0
